Umur (bulan),Jenis Kelamin,Tinggi Badan (cm)
0.5,perempuan,0.47493772639859655
0.95,perempuan,0.6010890518742585
0.25,laki-laki,0.3533323946337693
0.9666666666666667,laki-laki,0.9545400628916533
0.6833333333333333,laki-laki,0.5181246666515258
0.8333333333333334,perempuan,0.6647329638259437
0.8,laki-laki,0.8045222704341094
0.8333333333333334,laki-laki,0.6942819229463689
0.8833333333333333,perempuan,0.8829406619460075
0.016666666666666666,laki-laki,0.32316427228111133
0.8,laki-laki,0.7670178223197236
0.5833333333333334,perempuan,0.5056231839467306
0.03333333333333333,laki-laki,0.3156568279695613
0.016666666666666666,perempuan,0.15131064905094527
0.8166666666666667,perempuan,0.5556291147659119
1.0,perempuan,0.5897240675971719
0.85,laki-laki,0.8215697468497395
0.03333333333333333,perempuan,0.3228099105163299
0.3333333333333333,laki-laki,0.42720479243483256
0.45,laki-laki,0.39765583331440735
0.8666666666666667,laki-laki,0.8806676650905901
0.5833333333333334,laki-laki,0.7897477908738969
0.26666666666666666,laki-laki,0.4942581996696439
0.9166666666666666,laki-laki,0.7397418600547155
0.48333333333333334,perempuan,0.5374451399225731
0.13333333333333333,laki-laki,0.18967662104372163
0.016666666666666666,laki-laki,0.21613164655303174
0.4666666666666667,laki-laki,0.6522314811211484
0.0,perempuan,0.0057286268174696064
0.6333333333333333,laki-laki,0.6226825220007229
0.08333333333333333,perempuan,0.30332646381458817
0.11666666666666667,perempuan,0.36697037576627334
0.5166666666666666,perempuan,0.663596465398235
0.16666666666666666,laki-laki,0.44538876727817134
0.85,laki-laki,0.782928800307645
0.3,laki-laki,0.46016324683838394
0.36666666666666664,perempuan,0.5147151713683998
0.08333333333333333,laki-laki,0.42834129086254136
0.2833333333333333,perempuan,0.3340119213627222
0.4,laki-laki,0.4385697767119192
0.5166666666666666,perempuan,0.615863531434471
1.0,perempuan,0.7261038789222117
0.8,perempuan,0.7681543207474321
0.9333333333333333,perempuan,0.5772225848923763
0.6,perempuan,0.7806558034522276
0.6,perempuan,0.7101929009342903
0.3333333333333333,perempuan,0.49994069180818723
0.25,perempuan,0.2930979779652101
0.1,perempuan,0.20104160532080828
0.6333333333333333,laki-laki,0.8067952672895268
0.18333333333333332,laki-laki,0.3465134040675174
0.6833333333333333,perempuan,0.5965430581634238
0.43333333333333335,perempuan,0.6226825220007229
0.05,perempuan,0.22604457073039885
0.0,laki-laki,0.20304312064229957
0.0,laki-laki,0.1221844424892159
0.8,perempuan,0.7340593679161721
0.7333333333333333,laki-laki,0.7101929009342903
0.31666666666666665,laki-laki,0.3533323946337693
0.6833333333333333,laki-laki,0.7840652987353535
0.7333333333333333,perempuan,0.5601751084767465
0.9166666666666666,perempuan,0.8988516399339287
0.4166666666666667,perempuan,0.5192611650792346
0.0,perempuan,0.1703149753819846
0.4166666666666667,laki-laki,0.41470330973003733
0.0,laki-laki,0.1671282309356611
0.35,laki-laki,0.5533561179104945
0.16666666666666666,laki-laki,0.5249436572177779
0.21666666666666667,perempuan,0.40447482388065925
0.5833333333333334,laki-laki,0.7977032798678575
0.2,perempuan,0.3374214166458481
0.9833333333333333,laki-laki,0.9681780440241573
0.7833333333333333,laki-laki,0.5738130896092505
0.11666666666666667,laki-laki,0.3715163694771081
0.11666666666666667,laki-laki,0.18058463362205224
0.13333333333333333,laki-laki,0.24763804085686347
0.85,perempuan,0.8397537216930783
0.15,perempuan,0.4112938144469114
0.08333333333333333,laki-laki,0.39651933488669877
0.25,laki-laki,0.5442641304888252
0.9833333333333333,laki-laki,0.6885994308078255
0.016666666666666666,laki-laki,0.09968678568836464
0.6166666666666667,perempuan,0.7533798411872196
0.6,perempuan,0.7181483899282509
0.9166666666666666,perempuan,0.7545163396149283
0.5333333333333333,laki-laki,0.4874392091033919
0.8166666666666667,laki-laki,0.5488101241996598
0.0,perempuan,0.04209592280119695
0.23333333333333334,perempuan,0.43743327828421064
0.4666666666666667,perempuan,0.3987923317421159
0.5166666666666666,perempuan,0.4726647295431792
0.7,perempuan,0.8272522389882827
0.9333333333333333,laki-laki,0.6317745094223922
0.03333333333333333,perempuan,0.1911859678343878
0.7166666666666667,perempuan,0.7533798411872196
0.95,laki-laki,0.8124777594280702
0.0,perempuan,0.19549105529161936
0.9166666666666666,perempuan,0.8408902201207867
0.65,laki-laki,0.6351840047055185
0.08333333333333333,perempuan,0.31014545438084007
0.016666666666666666,laki-laki,0.11365594891969266
0.16666666666666666,perempuan,0.4874392091033919
0.31666666666666665,perempuan,0.3862908490373207
0.7333333333333333,perempuan,0.5226706603623605
0.0,laki-laki,0.03143892078234989
0.8166666666666667,laki-laki,0.748833847476385
0.2,perempuan,0.2919614795375015
0.016666666666666666,perempuan,0.2540051916680539
0.23333333333333334,perempuan,0.28286949211583223
0.8833333333333333,perempuan,0.5669940990429986
0.03333333333333333,laki-laki,0.3234173105808692
0.4666666666666667,laki-laki,0.6999644150849121
0.8666666666666667,laki-laki,0.5510831210550772
0.08333333333333333,perempuan,0.38288135375419474
0.5166666666666666,perempuan,0.6795074433861562
0.7166666666666667,laki-laki,0.7920207877293143
0.0,laki-laki,0.13429947101046613
0.2,perempuan,0.39651933488669877
0.65,laki-laki,0.8067952672895268
0.7166666666666667,perempuan,0.8545282012532908
0.55,perempuan,0.5794955817477937
0.9833333333333333,perempuan,0.9738605361627005
0.43333333333333335,laki-laki,0.5124421745129825
0.85,perempuan,0.8511187059701647
0.016666666666666666,laki-laki,0.09889951823938026
0.8333333333333334,perempuan,0.8420267185484954
0.0,laki-laki,0.02894007222171674
0.9,laki-laki,0.5976795565911323
0.7833333333333333,perempuan,0.6329110078501011
0.05,perempuan,0.2840059905435408
0.016666666666666666,perempuan,0.12095336706640092
0.016666666666666666,perempuan,0.17521930672763109
0.7333333333333333,laki-laki,0.5215341619346519
0.6833333333333333,laki-laki,0.7283768757776289
0.016666666666666666,perempuan,0.26848467068317006
0.8333333333333334,perempuan,0.721557885211377
0.4,perempuan,0.6147270330067623
0.6833333333333333,laki-laki,0.7601988317534717
0.85,laki-laki,0.6704154559644869
0.43333333333333335,laki-laki,0.4556172531275492
0.7333333333333333,perempuan,0.6340475062778096
0.18333333333333332,laki-laki,0.36015138520002143
0.55,perempuan,0.5056231839467306
0.016666666666666666,laki-laki,0.15493603477805273
0.06666666666666667,laki-laki,0.37378936633252546
0.8166666666666667,laki-laki,0.574949588036959
0.8666666666666667,laki-laki,0.9090801257833067
0.7333333333333333,laki-laki,0.8579376965364168
0.35,perempuan,0.39083684274815544
0.5833333333333334,perempuan,0.5135786729406913
0.45,perempuan,0.5738130896092505
0.6833333333333333,perempuan,0.5442641304888252
0.4166666666666667,perempuan,0.5465371273442424
0.6,laki-laki,0.7147388946451251
0.45,perempuan,0.5988160550188412
0.26666666666666666,laki-laki,0.41243031287461995
0.0,laki-laki,0.13746332029966868
0.016666666666666666,laki-laki,0.15119973685128563
0.13333333333333333,perempuan,0.42720479243483256
0.6166666666666667,laki-laki,0.48289321539255725
0.48333333333333334,perempuan,0.7204213867836683
0.5333333333333333,perempuan,0.5704035943261244
0.1,perempuan,0.4419792719950454
0.55,perempuan,0.7727003144582668
0.85,perempuan,0.588587569169463
0.9,laki-laki,0.5715400927538331
0.9,laki-laki,0.9238546053435194
0.6666666666666666,perempuan,0.6817804402415736
0.5833333333333334,perempuan,0.5147151713683998
0.3,laki-laki,0.5215341619346519
0.35,perempuan,0.37378936633252546
0.7833333333333333,laki-laki,0.5954065597357151
0.8166666666666667,laki-laki,0.6215460235730145
0.9166666666666666,perempuan,0.5817685786032111
0.2,perempuan,0.4885757075311006
0.48333333333333334,laki-laki,0.5135786729406913
0.7833333333333333,laki-laki,0.6510949826934397
0.03333333333333333,laki-laki,0.1239522285206972
0.85,laki-laki,0.7886112924461882
0.45,perempuan,0.5488101241996598
0.0,perempuan,0.22470036952838301
0.8833333333333333,perempuan,0.6522314811211484
0.8333333333333334,perempuan,0.8943056462230942
0.03333333333333333,laki-laki,0.3860383815191316
0.9,perempuan,0.9261276021989368
0.8333333333333334,laki-laki,0.9170356147772675
0.8833333333333333,perempuan,0.8613471918195427
0.8666666666666667,laki-laki,0.6181365282898884
0.31666666666666665,laki-laki,0.3465134040675174
0.23333333333333334,perempuan,0.38970034432044665
0.4666666666666667,laki-laki,0.5908605660248804
0.4,perempuan,0.4181128050131633
0.6166666666666667,perempuan,0.6431394936994789
0.75,perempuan,0.7499703459040935
1.0,laki-laki,0.8681661823857948
0.03333333333333333,laki-laki,0.06430575349231982
0.85,laki-laki,0.6806439418138651
0.85,perempuan,0.8852136588014247
0.05,perempuan,0.2771869999772889
0.7333333333333333,laki-laki,0.6033620487296757
0.5833333333333334,perempuan,0.7590623333257628
0.8,perempuan,0.7954302830124401
0.9333333333333333,laki-laki,0.6579139732596918
0.9666666666666667,laki-laki,0.7124658977897077
0.9,perempuan,0.6772344465307388
0.4,laki-laki,0.6192730267175971
0.31666666666666665,perempuan,0.574949588036959
1.0,perempuan,0.6067715440128018
0.7,laki-laki,0.7408783584824242
0.35,laki-laki,0.5908605660248804
0.35,perempuan,0.6329110078501011
0.9,laki-laki,0.8227062452774482
0.2,perempuan,0.38742734746502927
0.35,perempuan,0.591997064452589
0.4,laki-laki,0.4067478207360766
0.65,perempuan,0.731786371060755
0.7,laki-laki,0.8067952672895268
0.7333333333333333,laki-laki,0.8056587688618183
0.95,perempuan,0.7636083270365975
0.3833333333333333,perempuan,0.4112938144469114
0.95,perempuan,0.687462932380117
0.8333333333333334,perempuan,0.6329110078501011
0.7333333333333333,perempuan,0.7942937845847317
0.85,laki-laki,0.554492616338203
0.11666666666666667,perempuan,0.3408309119289741
0.8,perempuan,0.7101929009342903
0.31666666666666665,laki-laki,0.5044866855190219
0.48333333333333334,laki-laki,0.6408664968440617
0.8333333333333334,perempuan,0.591997064452589
0.6333333333333333,perempuan,0.5294896509286124
0.5833333333333334,perempuan,0.6374570015609357
0.31666666666666665,perempuan,0.5965430581634238
0.18333333333333332,laki-laki,0.3851543506096121
0.5833333333333334,laki-laki,0.6704154559644869
0.06666666666666667,laki-laki,0.22490807230269017
0.3,perempuan,0.4635727421215099
0.11666666666666667,laki-laki,0.2680950125556195
0.2,laki-laki,0.49198520281422653
0.7333333333333333,laki-laki,0.8658931855303774
0.8166666666666667,laki-laki,0.8795311666628814
0.8,perempuan,0.8408902201207867
0.23333333333333334,perempuan,0.3249199339410527
0.8833333333333333,perempuan,0.697691418229495
0.016666666666666666,laki-laki,0.30318860958542215
0.55,perempuan,0.6624599669705263
0.2833333333333333,perempuan,0.3487864009229348
0.9166666666666666,laki-laki,0.6181365282898884
0.8833333333333333,perempuan,0.5465371273442424
0.8166666666666667,perempuan,0.8488457091147475
0.36666666666666664,laki-laki,0.639729998416353
0.3,laki-laki,0.40561132230836805
0.8166666666666667,perempuan,0.5715400927538331
0.4,laki-laki,0.39083684274815544
0.6666666666666666,laki-laki,0.782928800307645
0.016666666666666666,laki-laki,0.23522814304523953
0.2,laki-laki,0.30559946067000554
0.016666666666666666,perempuan,0.17103844210533015
0.16666666666666666,perempuan,0.3396944135012655
0.016666666666666666,laki-laki,0.2729211322179418
0.31666666666666665,laki-laki,0.4715282311154706
0.8166666666666667,laki-laki,0.8590741949641253
0.45,perempuan,0.5931335628802977
0.03333333333333333,perempuan,0.12260508410721871
0.7,perempuan,0.5897240675971719
0.25,laki-laki,0.38856384589273807
0.6166666666666667,perempuan,0.4726647295431792
1.0,laki-laki,0.8431632169762041
0.9,laki-laki,0.6113175377236363
0.03333333333333333,perempuan,0.13396412163649474
0.4166666666666667,laki-laki,0.5647211021875812
0.7833333333333333,laki-laki,0.7908842893016054
0.9,laki-laki,0.7272403773499202
0.9666666666666667,perempuan,0.870439179241212
0.85,perempuan,0.8295252358437001
0.08333333333333333,laki-laki,0.27945999683270606
0.23333333333333334,laki-laki,0.3169644449470922
0.016666666666666666,perempuan,0.2391976761435778
0.03333333333333333,laki-laki,0.1437089312200568
0.5,perempuan,0.7465608506209677
0.03333333333333333,laki-laki,0.1391632896100583
0.2,laki-laki,0.5306261493563212
0.6,perempuan,0.7397418600547155
0.08333333333333333,perempuan,0.40447482388065925
0.06666666666666667,laki-laki,0.1521721729293356
0.6,laki-laki,0.6272285157115577
0.21666666666666667,laki-laki,0.42720479243483256
0.016666666666666666,perempuan,0.14658605686333592
0.35,laki-laki,0.4010653285975333
0.85,laki-laki,0.5931335628802977
0.8666666666666667,perempuan,0.8602106933918342
0.55,laki-laki,0.6863264339524083
0.0,perempuan,0.22614347437623894
0.7833333333333333,laki-laki,0.5635846037598723
0.85,perempuan,0.7386053616270069
0.016666666666666666,laki-laki,0.04508180893081121
0.8666666666666667,laki-laki,0.8647566871026687
0.45,laki-laki,0.4112938144469114
0.85,laki-laki,0.7545163396149283
0.9333333333333333,perempuan,0.649958484265731
0.4,laki-laki,0.44993476098900587
0.4166666666666667,perempuan,0.6249555188561403
0.03333333333333333,laki-laki,0.30136855649520233
0.8166666666666667,laki-laki,0.7261038789222117
0.06666666666666667,laki-laki,0.26468551727249345
0.7666666666666666,laki-laki,0.7442878537655503
0.016666666666666666,perempuan,0.1256512595673588
0.8,perempuan,0.5419911336334079
0.4666666666666667,laki-laki,0.6204095251453056
0.5,laki-laki,0.6920089260909518
0.48333333333333334,perempuan,0.5863145723140456
0.6,laki-laki,0.46811873583234465
0.7666666666666666,perempuan,0.7465608506209677
0.7666666666666666,perempuan,0.6908724276632429
0.06666666666666667,laki-laki,0.35219589620606073
0.43333333333333335,laki-laki,0.4783472216817225
0.6,perempuan,0.4612997452660925
0.03333333333333333,laki-laki,0.3108099166364988
0.3833333333333333,laki-laki,0.3760623631879426
0.21666666666666667,laki-laki,0.4419792719950454
0.75,laki-laki,0.6317745094223922
0.18333333333333332,laki-laki,0.4385697767119192
0.75,laki-laki,0.8227062452774482
0.55,laki-laki,0.47607422482630535
0.55,perempuan,0.5692670958984157
0.3333333333333333,laki-laki,0.4181128050131633
0.85,laki-laki,0.6090445408682189
0.9,perempuan,0.5772225848923763
0.9833333333333333,laki-laki,0.7454243521932588
0.21666666666666667,perempuan,0.27377750469416273
0.06666666666666667,laki-laki,0.426068294007124
0.9333333333333333,laki-laki,0.7249673804945028
0.0,laki-laki,0.17145016390060885
0.9833333333333333,laki-laki,0.7272403773499202
0.31666666666666665,laki-laki,0.3999288301698247
0.5666666666666667,laki-laki,0.6351840047055185
0.85,perempuan,0.5874510707417545
0.9666666666666667,laki-laki,0.9033976336447634
0.65,perempuan,0.4806202185371399
0.9333333333333333,perempuan,0.9340830911928973
0.6,laki-laki,0.5283531525009039
0.0,perempuan,0.20790045221732123
0.9333333333333333,perempuan,0.8624836902472514
0.1,laki-laki,0.26582201570020214
0.95,laki-laki,0.6113175377236363
0.9166666666666666,perempuan,0.9431750786145666
0.5833333333333334,perempuan,0.6079080424405104
0.0,laki-laki,0.10040296471377586
0.25,perempuan,0.5067596823744391
0.7833333333333333,perempuan,0.7431513553378416
0.75,perempuan,0.8681661823857948
0.48333333333333334,laki-laki,0.6851899355246996
0.8333333333333334,laki-laki,0.8340712295545348
0.48333333333333334,perempuan,0.6056350455850931
0.06666666666666667,laki-laki,0.4385697767119192
0.6,laki-laki,0.5908605660248804
0.21666666666666667,perempuan,0.4033383254529507
0.9,perempuan,0.6113175377236363
0.18333333333333332,perempuan,0.34424040721210003
0.5166666666666666,laki-laki,0.4476617641335887
0.0,laki-laki,0.024073209722065503
0.31666666666666665,laki-laki,0.6181365282898884
0.43333333333333335,laki-laki,0.6431394936994789
0.23333333333333334,laki-laki,0.45107125941671466
0.26666666666666666,perempuan,0.43629677985650206
0.45,laki-laki,0.6920089260909518
0.18333333333333332,perempuan,0.23968255186290288
0.03333333333333333,laki-laki,0.373008455357845
0.2833333333333333,perempuan,0.4942581996696439
0.2,laki-laki,0.27264100626645416
1.0,laki-laki,0.6408664968440617
0.3,perempuan,0.5090326792298565
0.0,laki-laki,0.12013887276005053
0.9,perempuan,0.6215460235730145
0.21666666666666667,laki-laki,0.3215104386579267
0.8666666666666667,laki-laki,0.8442997154039128
0.13333333333333333,laki-laki,0.2226350754472729
0.08333333333333333,perempuan,0.3328754229350134
0.05,laki-laki,0.3215104386579267
0.5833333333333334,laki-laki,0.7363323647715895
0.016666666666666666,laki-laki,0.1322960816597708
0.9166666666666666,laki-laki,0.9261276021989368
0.9833333333333333,laki-laki,0.945448075469984
0.7666666666666666,laki-laki,0.7999762767232749
0.9,perempuan,0.6329110078501011
0.5833333333333334,perempuan,0.6010890518742585
0.4166666666666667,perempuan,0.5226706603623605
0.15,perempuan,0.4863027106756832
0.5333333333333333,perempuan,0.48175671696484856
0.03333333333333333,perempuan,0.24867395729810204
0.6,perempuan,0.5590386100490378
0.45,laki-laki,0.44425226885046254
0.13333333333333333,perempuan,0.20104160532080828
0.85,laki-laki,0.9136261194941414
0.3,laki-laki,0.3760623631879426
0.9333333333333333,laki-laki,0.9329465927651887
0.8166666666666667,perempuan,0.7545163396149283
0.8,perempuan,0.8056587688618183
0.55,perempuan,0.6067715440128018
0.5166666666666666,laki-laki,0.49880419338047854
0.7166666666666667,perempuan,0.8056587688618183
0.9666666666666667,laki-laki,0.6010890518742585
0.016666666666666666,perempuan,0.15396753753827852
0.6333333333333333,perempuan,0.6124540361513452
0.7333333333333333,perempuan,0.5954065597357151
0.0,perempuan,0.1296933093656195
0.4,laki-laki,0.3794718584710688
0.6,laki-laki,0.5999525534465496
0.8833333333333333,perempuan,0.7249673804945028
0.85,perempuan,0.6056350455850931
0.9666666666666667,perempuan,0.6920089260909518
0.6,laki-laki,0.663596465398235
0.08333333333333333,perempuan,0.2919614795375015
0.21666666666666667,perempuan,0.4953946980973525
0.2,laki-laki,0.34310390878439145
0.03333333333333333,perempuan,0.2886850877589161
0.2833333333333333,perempuan,0.5374451399225731
0.26666666666666666,laki-laki,0.5272166540731952
0.5333333333333333,laki-laki,0.4624362436938013
0.4666666666666667,laki-laki,0.7374688631992984
0.13333333333333333,perempuan,0.4635727421215099
0.016666666666666666,laki-laki,0.3236738978101904
0.5666666666666667,perempuan,0.5567656131936204
0.45,perempuan,0.4465252657058799
0.31666666666666665,laki-laki,0.5760860864646679
0.13333333333333333,laki-laki,0.4487982625612973
0.5,laki-laki,0.5010771902358958
0.23333333333333334,laki-laki,0.4419792719950454
0.4166666666666667,perempuan,0.6624599669705263
0.48333333333333334,laki-laki,0.7124658977897077
0.5833333333333334,laki-laki,0.6283650141392664
0.5333333333333333,perempuan,0.554492616338203
0.31666666666666665,laki-laki,0.4237952971517066
0.6,perempuan,0.7817923018799361
0.23333333333333334,laki-laki,0.5374451399225731
0.08333333333333333,laki-laki,0.36810687419398214
0.8166666666666667,laki-laki,0.6067715440128018
0.0,perempuan,0.00977104801946832
0.016666666666666666,perempuan,0.28627076776778293
0.7833333333333333,laki-laki,0.615863531434471
0.26666666666666666,perempuan,0.426068294007124
0.75,perempuan,0.5476736257719511
0.9,laki-laki,0.5635846037598723
0.7,laki-laki,0.6533679795488571
0.5833333333333334,perempuan,0.44425226885046254
0.3,perempuan,0.4715282311154706
0.5333333333333333,laki-laki,0.5715400927538331
0.5,perempuan,0.5579021116213291
0.21666666666666667,laki-laki,0.3328754229350134
0.8833333333333333,laki-laki,0.6783709449584477
0.9,laki-laki,0.9386290849037319
0.5166666666666666,perempuan,0.4544807546998406
0.4666666666666667,laki-laki,0.7136023962174162
0.0,laki-laki,0.04664885753593151
0.48333333333333334,laki-laki,0.6488219858380223
0.7666666666666666,laki-laki,0.5817685786032111
0.5,laki-laki,0.45902674841067537
0.016666666666666666,perempuan,0.1653782672211297
0.35,laki-laki,0.4078843191637854
0.6166666666666667,perempuan,0.554492616338203
0.08333333333333333,perempuan,0.21808908173643826
0.9166666666666666,laki-laki,0.7249673804945028
0.36666666666666664,perempuan,0.41356681130232875
0.23333333333333334,perempuan,0.5567656131936204
0.03333333333333333,laki-laki,0.1233365517383439
0.43333333333333335,perempuan,0.6783709449584477
0.03333333333333333,laki-laki,0.2601391528171013
0.6833333333333333,perempuan,0.6090445408682189
0.5166666666666666,perempuan,0.6658694622536522
0.6166666666666667,perempuan,0.6749614496753217
0.05,perempuan,0.31014545438084007
0.8833333333333333,laki-laki,0.5647211021875812
0.8333333333333334,perempuan,0.8670296839580861
0.0,laki-laki,0.17201148691833212
0.03333333333333333,laki-laki,0.25180466928409717
0.8666666666666667,perempuan,0.5476736257719511
0.5666666666666667,laki-laki,0.7715638160305583
0.7,perempuan,0.8192967499943221
0.0,laki-laki,0.21635215040352518
0.05,laki-laki,0.30218996538687937
0.6833333333333333,perempuan,0.6760979481030304
0.21666666666666667,laki-laki,0.5033501870913132
0.35,laki-laki,0.5738130896092505
0.85,laki-laki,0.8136142578557787
0.3833333333333333,laki-laki,0.3794718584710688
0.9666666666666667,laki-laki,0.955676561319362
0.8333333333333334,perempuan,0.6465489889826052
0.0,laki-laki,0.18220714090450463
0.3,perempuan,0.347649902495226
0.7666666666666666,laki-laki,0.636320503133227
0.7666666666666666,perempuan,0.5658576006152897
0.3,perempuan,0.40447482388065925
0.3333333333333333,perempuan,0.6056350455850931
0.8,perempuan,0.5794955817477937
0.3333333333333333,perempuan,0.3760623631879426
0.3333333333333333,perempuan,0.45334425627213204
0.7333333333333333,laki-laki,0.5669940990429986
0.03333333333333333,perempuan,0.32496694726298014
0.8166666666666667,laki-laki,0.7545163396149283
0.9,laki-laki,0.7817923018799361
0.3333333333333333,perempuan,0.602225550301967
0.016666666666666666,perempuan,0.1236116627832452
0.75,perempuan,0.6567774748319829
0.45,perempuan,0.6772344465307388
0.4,perempuan,0.6090445408682189
0.25,laki-laki,0.4794837201094313
0.9833333333333333,laki-laki,0.9749970345904092
0.6666666666666666,laki-laki,0.5522196194827856
0.9,laki-laki,0.7238308820667944
0.18333333333333332,laki-laki,0.43743327828421064
0.7,laki-laki,0.649958484265731
0.85,laki-laki,0.6942819229463689
0.4166666666666667,perempuan,0.5090326792298565
0.65,laki-laki,0.7636083270365975
0.43333333333333335,perempuan,0.5556291147659119
0.3833333333333333,laki-laki,0.4476617641335887
0.03333333333333333,perempuan,0.2700717569046355
0.9833333333333333,laki-laki,0.8795311666628814
1.0,perempuan,0.8067952672895268
0.0,perempuan,0.02302206583256522
0.9666666666666667,perempuan,0.6545044779765655
0.9166666666666666,laki-laki,0.769290819175141
0.0,laki-laki,0.20535796049027444
0.9333333333333333,perempuan,0.707919904078873
0.6833333333333333,laki-laki,0.5533561179104945
0.45,perempuan,0.7056469072234556
0.9,laki-laki,0.5738130896092505
0.5,perempuan,0.4181128050131633
0.65,perempuan,0.5022136886636046
0.5666666666666667,laki-laki,0.5465371273442424
0.85,perempuan,0.769290819175141
0.3833333333333333,laki-laki,0.39538283645899
0.8666666666666667,perempuan,0.5658576006152897
0.6666666666666666,perempuan,0.748833847476385
1.0,perempuan,0.9068071289278893
0.45,laki-laki,0.5840415754586284
0.7333333333333333,perempuan,0.615863531434471
0.75,perempuan,0.5192611650792346
0.11666666666666667,laki-laki,0.2214985770195642
0.25,perempuan,0.47607422482630535
0.9833333333333333,perempuan,0.836344226409952
0.0,laki-laki,0.08676551560834422
0.9666666666666667,laki-laki,0.9374925864760234
0.0,laki-laki,0.0694818226105125
0.65,laki-laki,0.4772107232540139
0.8166666666666667,laki-laki,0.7113293993619988
0.7833333333333333,perempuan,0.8340712295545348
0.5166666666666666,laki-laki,0.5181246666515258
0.6833333333333333,perempuan,0.6806439418138651
0.31666666666666665,laki-laki,0.5908605660248804
0.7333333333333333,laki-laki,0.7954302830124401
0.13333333333333333,laki-laki,0.43743327828421064
0.35,perempuan,0.37492586476023404
0.43333333333333335,laki-laki,0.6101810392959278
0.5666666666666667,laki-laki,0.7158753930728335
0.8166666666666667,perempuan,0.8102047625726528
0.0,laki-laki,0.08948583925336129
0.0,laki-laki,0.047113300271307335
0.0,laki-laki,0.22299283200792364
0.9333333333333333,laki-laki,0.9261276021989368
0.03333333333333333,laki-laki,0.11633886789589187
0.23333333333333334,laki-laki,0.29650747324833604
0.9,laki-laki,0.5806320801755024
0.9333333333333333,perempuan,0.5829050770309198
0.31666666666666665,laki-laki,0.5635846037598723
0.8333333333333334,perempuan,0.6442759921271878
0.7166666666666667,perempuan,0.6931454245186602
0.31666666666666665,laki-laki,0.43629677985650206
0.4666666666666667,perempuan,0.4078843191637854
0.7666666666666666,laki-laki,0.7931572861570227
0.0,laki-laki,0.20891287099638378
0.9666666666666667,perempuan,0.7045104087957469
0.7666666666666666,laki-laki,0.7113293993619988
0.43333333333333335,laki-laki,0.45789024998296657
0.0,perempuan,0.20951747758004724
0.5166666666666666,laki-laki,0.6147270330067623
0.3833333333333333,perempuan,0.6033620487296757
0.43333333333333335,perempuan,0.5147151713683998
0.75,laki-laki,0.5669940990429986
0.3,perempuan,0.5124421745129825
0.35,perempuan,0.6374570015609357
0.75,laki-laki,0.663596465398235
0.35,laki-laki,0.5351721430671558
0.13333333333333333,perempuan,0.4726647295431792
0.08333333333333333,perempuan,0.3294659276518874
0.18333333333333332,perempuan,0.24991103771228085
0.03333333333333333,perempuan,0.37522623392512044
0.9166666666666666,laki-laki,0.7386053616270069
0.016666666666666666,laki-laki,0.08935976275710489
0.7,perempuan,0.649958484265731
0.5833333333333334,perempuan,0.6329110078501011
0.9166666666666666,laki-laki,0.660186970115109
0.7666666666666666,perempuan,0.6113175377236363
0.7,laki-laki,0.7124658977897077
0.06666666666666667,laki-laki,0.42265879872399803
0.8833333333333333,perempuan,0.7408783584824242
0.05,perempuan,0.2930979779652101
0.55,perempuan,0.7261038789222117
0.5166666666666666,laki-laki,0.707919904078873
0.8666666666666667,laki-laki,0.6658694622536522
0.03333333333333333,perempuan,0.27262152068932066
0.13333333333333333,perempuan,0.2987804701037534
0.85,perempuan,0.7977032798678575
0.9666666666666667,perempuan,0.9431750786145666
0.0,perempuan,0.18836303011689726
0.18333333333333332,laki-laki,0.43629677985650206
0.3833333333333333,perempuan,0.3931098396035726
0.85,laki-laki,0.8897596525122594
1.0,laki-laki,0.9647685487410312
0.5666666666666667,laki-laki,0.6385934999886443
0.15,perempuan,0.3396944135012655
0.3833333333333333,laki-laki,0.4158398081577459
0.0,perempuan,0.014231076277788746
0.016666666666666666,perempuan,0.299930523142234
0.9,laki-laki,0.701100913512621
0.45,perempuan,0.38856384589273807
0.05,perempuan,0.10671223582098899
0.75,perempuan,0.6545044779765655
0.7833333333333333,laki-laki,0.588587569169463
0.11666666666666667,laki-laki,0.18854012261601294
0.5333333333333333,laki-laki,0.6885994308078255
0.5333333333333333,perempuan,0.45334425627213204
0.3,laki-laki,0.36015138520002143
0.5166666666666666,perempuan,0.42947778929024993
0.18333333333333332,perempuan,0.3396944135012655
0.85,perempuan,0.6226825220007229
0.9166666666666666,perempuan,0.8465727122593302
0.5666666666666667,perempuan,0.591997064452589
0.16666666666666666,perempuan,0.44538876727817134
0.0,laki-laki,0.15136885803824085
0.016666666666666666,laki-laki,0.07698172811125115
0.3333333333333333,perempuan,0.5294896509286124
0.6666666666666666,laki-laki,0.7090564025065816
0.65,laki-laki,0.701100913512621
0.48333333333333334,laki-laki,0.4715282311154706
0.2,perempuan,0.26582201570020214
0.5,laki-laki,0.42720479243483256
0.26666666666666666,perempuan,0.4953946980973525
0.0,laki-laki,0.08492669436987166
0.6,laki-laki,0.5647211021875812
0.55,laki-laki,0.7590623333257628
0.4666666666666667,laki-laki,0.588587569169463
0.9166666666666666,perempuan,0.8761216713797554
1.0,perempuan,0.7681543207474321
0.08333333333333333,laki-laki,0.29537097482062746
0.18333333333333332,laki-laki,0.37833536004336
0.16666666666666666,laki-laki,0.41243031287461995
0.65,perempuan,0.6556409764042744
